ZONE,Name,Species ID,Species (Binomial),IUCN Category,Type
31,Gal‡pagos Islands,60199,Mobula tarapacana,EN,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,60200,Mobula thurstoni,EN,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,63128,Mustelus mento,NT,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,63130,Triakis maculata,VU,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,154817,Malacoctenus zonogaster,VU,Marine Fish
31,Gal‡pagos Islands,155156,Lepidonectes corallicola,VU,Marine Fish
31,Gal‡pagos Islands,161526,Carcharhinus albimarginatus,VU,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,161597,Alopias pelagicus,EN,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,165658,Prognathodes carlhubbsi,NT,Marine Fish
31,Gal‡pagos Islands,170309,Kajikia audax,NT,Marine Fish
31,Gal‡pagos Islands,170314,Makaira nigricans,VU,Marine Fish
31,Gal‡pagos Islands,180373,Isostichopus fuscus,EN,Sea Cucumbers
31,Gal‡pagos Islands,183221,Myxodagnus sagitta,VU,Marine Fish
31,Gal‡pagos Islands,183305,Xyrichtys victori,VU,Marine Fish
31,Gal‡pagos Islands,183360,Labrisomus jenkinsi,VU,Marine Fish
31,Gal‡pagos Islands,183462,Stegastes beebei,VU,Marine Fish
31,Gal‡pagos Islands,183482,Dactyloscopus lacteus,VU,Marine Fish
31,Gal‡pagos Islands,183572,Dialommus fuscus,VU,Marine Fish
31,Gal‡pagos Islands,183771,Halichoeres adustus,VU,Marine Fish
31,Gal‡pagos Islands,183794,Platygillellus rubellulus,VU,Marine Fish
31,Gal‡pagos Islands,183853,Starksia galapagensis,VU,Marine Fish
31,Gal‡pagos Islands,183873,Acanthemblemaria castroi,VU,Marine Fish
31,Gal‡pagos Islands,183943,Gobioclinus dendriticus,VU,Marine Fish
31,Gal‡pagos Islands,184004,Chaenopsis schmitti,VU,Marine Fish
31,Gal‡pagos Islands,184017,Azurina eupalama,CR,Marine Fish
31,Gal‡pagos Islands,198921,Mobula birostris,VU,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,47137303,Archosargus pourtalesii,NT,Marine Fish
31,Gal‡pagos Islands,47137515,Calamus taurinus,NT,Marine Fish
31,Gal‡pagos Islands,110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras"
32,Komodo National Park,2475,Balaenoptera borealis,EN,Marine Mammals
32,Komodo National Park,2477,Balaenoptera musculus,EN,Marine Mammals
32,Komodo National Park,3853,Carcharhinus plumbeus,VU,"Sharks, Rays, Chimaeras"
32,Komodo National Park,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras"
32,Komodo National Park,3897,Caretta caretta,VU,Reptiles
32,Komodo National Park,4615,Chelonia mydas,EN,Reptiles
32,Komodo National Park,6494,Dermochelys coriacea,VU,Reptiles
32,Komodo National Park,6909,Dugong dugon,VU,Marine Mammals
32,Komodo National Park,8005,Eretmochelys imbricata,CR,Reptiles
32,Komodo National Park,11534,Lepidochelys olivacea,VU,Reptiles
32,Komodo National Park,18596,Pseudorca crassidens,NT,Marine Mammals
32,Komodo National Park,19488,Rhincodon typus,EN,"Sharks, Rays, Chimaeras"
32,Komodo National Park,39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras"
32,Komodo National Park,39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras"
32,Komodo National Park,39370,Carcharhinus falciformis,VU,"Sharks, Rays, Chimaeras"
32,Komodo National Park,39372,Carcharhinus leucas,NT,"Sharks, Rays, Chimaeras"
32,Komodo National Park,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras"
32,Komodo National Park,39375,Carcharhinus melanopterus,NT,"Sharks, Rays, Chimaeras"
32,Komodo National Park,39378,Galeocerdo cuvier,NT,"Sharks, Rays, Chimaeras"
32,Komodo National Park,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras"
32,Komodo National Park,39384,Triaenodon obesus,NT,"Sharks, Rays, Chimaeras"
32,Komodo National Park,39385,Sphyrna lewini,CR,"Sharks, Rays, Chimaeras"
32,Komodo National Park,39389,Anoxypristis cuspidata,EN,"Sharks, Rays, Chimaeras"
32,Komodo National Park,39390,Pristis clavata,EN,"Sharks, Rays, Chimaeras"
32,Komodo National Park,39393,Pristis zijsron,CR,"Sharks, Rays, Chimaeras"
32,Komodo National Park,39412,Taeniura lymma,NT,"Sharks, Rays, Chimaeras"
32,Komodo National Park,39413,Urogymnus asperrimus,VU,"Sharks, Rays, Chimaeras"
32,Komodo National Park,39415,Aetobatus narinari,NT,"Sharks, Rays, Chimaeras"
32,Komodo National Park,40797,Carcharhinus amblyrhynchoides,NT,"Sharks, Rays, Chimaeras"
32,Komodo National Park,41714,Tursiops aduncus,NT,Marine Mammals
32,Komodo National Park,41730,Atelomycterus marmoratus,NT,"Sharks, Rays, Chimaeras"
32,Komodo National Park,41737,Carcharhinus macloti,NT,"Sharks, Rays, Chimaeras"
32,Komodo National Park,41755,Physeter macrocephalus,VU,Marine Mammals
32,Komodo National Park,41792,Chiloscyllium griseum,NT,"Sharks, Rays, Chimaeras"
32,Komodo National Park,41810,Eusphyra blochii,EN,"Sharks, Rays, Chimaeras"
32,Komodo National Park,41816,Hemigaleus microstoma,VU,"Sharks, Rays, Chimaeras"
32,Komodo National Park,41823,Heptranchias perlo,NT,"Sharks, Rays, Chimaeras"
32,Komodo National Park,41832,Mobula eregoodootenkee,NT,"Sharks, Rays, Chimaeras"
32,Komodo National Park,41835,Nebrius ferrugineus,VU,"Sharks, Rays, Chimaeras"
32,Komodo National Park,41848,Rhina ancylostoma,CR,"Sharks, Rays, Chimaeras"
32,Komodo National Park,41853,Rhynchobatus australiae,CR,"Sharks, Rays, Chimaeras"
32,Komodo National Park,41876,Odontaspis ferox,VU,"Sharks, Rays, Chimaeras"
32,Komodo National Park,41878,Stegostoma tigrinum,EN,"Sharks, Rays, Chimaeras"
32,Komodo National Park,44673,Epinephelus fuscoguttatus,VU,Marine Fish
32,Komodo National Park,60129,Rhinoptera javanica,VU,"Sharks, Rays, Chimaeras"
32,Komodo National Park,60162,Taeniurops meyeni,VU,"Sharks, Rays, Chimaeras"
32,Komodo National Park,60199,Mobula tarapacana,EN,"Sharks, Rays, Chimaeras"
32,Komodo National Park,60200,Mobula thurstoni,EN,"Sharks, Rays, Chimaeras"
32,Komodo National Park,60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras"
32,Komodo National Park,61339,Epinephelus polyphekadion,VU,Marine Fish
32,Komodo National Park,63571,Bolbometopon muricatum,VU,Marine Fish
32,Komodo National Park,64411,Plectropomus areolatus,VU,Marine Fish
32,Komodo National Park,161431,Urogymnus granulatus,VU,"Sharks, Rays, Chimaeras"
32,Komodo National Park,161566,Maculabatis gerrardi,VU,"Sharks, Rays, Chimaeras"
32,Komodo National Park,161597,Alopias pelagicus,EN,"Sharks, Rays, Chimaeras"
32,Komodo National Park,161615,Pateobatis fai,VU,"Sharks, Rays, Chimaeras"
32,Komodo National Park,161621,Himantura undulata,VU,"Sharks, Rays, Chimaeras"
32,Komodo National Park,161692,Himantura uarnak,VU,"Sharks, Rays, Chimaeras"
32,Komodo National Park,161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras"
32,Komodo National Park,161744,Pateobatis jenkinsii,VU,"Sharks, Rays, Chimaeras"
32,Komodo National Park,165712,Chaetodon trifascialis,NT,Marine Fish
32,Komodo National Park,170309,Kajikia audax,NT,Marine Fish
32,Komodo National Park,170316,Scomberomorus commerson,NT,Marine Fish
32,Komodo National Park,180238,Stichopus herrmanni,VU,Sea Cucumbers
32,Komodo National Park,180257,Holothuria scabra,EN,Sea Cucumbers
32,Komodo National Park,180265,Actinopyga miliaris,VU,Sea Cucumbers
32,Komodo National Park,180275,Holothuria lessoni,EN,Sea Cucumbers
32,Komodo National Park,180337,Actinopyga mauritiana,VU,Sea Cucumbers
32,Komodo National Park,180481,Thelenota ananas,EN,Sea Cucumbers
32,Komodo National Park,180518,Actinopyga echinites,VU,Sea Cucumbers
32,Komodo National Park,188528,Amblyglyphidodon batunai,VU,Marine Fish
32,Komodo National Park,188546,Amblyglyphidodon ternatensis,VU,Marine Fish
32,Komodo National Park,190711,Chlorurus bowersi,NT,Marine Fish
32,Komodo National Park,190761,Scarus hypselopterus,NT,Marine Fish
32,Komodo National Park,195456,Himantura leoparda,VU,"Sharks, Rays, Chimaeras"
32,Komodo National Park,195459,Mobula alfredi,VU,"Sharks, Rays, Chimaeras"
32,Komodo National Park,198921,Mobula birostris,VU,"Sharks, Rays, Chimaeras"
32,Komodo National Park,200715,Holothuria fuscogilva,VU,Sea Cucumbers
32,Komodo National Park,18584848,Pristis pristis,CR,"Sharks, Rays, Chimaeras"
32,Komodo National Park,42566169,Aetobatus ocellatus,VU,"Sharks, Rays, Chimaeras"
32,Komodo National Park,48342104,Meiacanthus abruptus,VU,Marine Fish
32,Komodo National Park,70680908,Carcharhinus tjutjot,VU,"Sharks, Rays, Chimaeras"
32,Komodo National Park,84784918,Aetomylaeus nichofii,VU,"Sharks, Rays, Chimaeras"
32,Komodo National Park,104061138,Glaucostegus typus,CR,"Sharks, Rays, Chimaeras"
32,Komodo National Park,110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,2475,Balaenoptera borealis,EN,Marine Mammals
33,Ujung Kulon National Park,2477,Balaenoptera musculus,EN,Marine Mammals
33,Ujung Kulon National Park,3851,Carcharhinus limbatus,NT,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,3853,Carcharhinus plumbeus,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,3897,Caretta caretta,VU,Reptiles
33,Ujung Kulon National Park,4615,Chelonia mydas,EN,Reptiles
33,Ujung Kulon National Park,5671,Crocodylus siamensis,CR,Reptiles
33,Ujung Kulon National Park,6494,Dermochelys coriacea,VU,Reptiles
33,Ujung Kulon National Park,6909,Dugong dugon,VU,Marine Mammals
33,Ujung Kulon National Park,8005,Eretmochelys imbricata,CR,Reptiles
33,Ujung Kulon National Park,11534,Lepidochelys olivacea,VU,Reptiles
33,Ujung Kulon National Park,12427,Lutrogale perspicillata,VU,Terrestrial Mammals
33,Ujung Kulon National Park,18150,Prionailurus viverrinus,VU,Terrestrial Mammals
33,Ujung Kulon National Park,18596,Pseudorca crassidens,NT,Marine Mammals
33,Ujung Kulon National Park,19488,Rhincodon typus,EN,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,21981,Tomistoma schlegelii,VU,Reptiles
33,Ujung Kulon National Park,39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,39365,Carcharhinus amblyrhynchos,NT,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,39367,Carcharhinus borneensis,EN,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,39368,Carcharhinus brevipinna,NT,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,39369,Carcharhinus hemiodon,CR,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,39370,Carcharhinus falciformis,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,39375,Carcharhinus melanopterus,NT,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,39378,Galeocerdo cuvier,NT,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,39383,Scoliodon laticaudus,NT,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,39384,Triaenodon obesus,NT,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,39385,Sphyrna lewini,CR,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,39389,Anoxypristis cuspidata,EN,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,39390,Pristis clavata,EN,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,39393,Pristis zijsron,CR,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,39412,Taeniura lymma,NT,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,39413,Urogymnus asperrimus,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,40797,Carcharhinus amblyrhynchoides,NT,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,41714,Tursiops aduncus,NT,Marine Mammals
33,Ujung Kulon National Park,41730,Atelomycterus marmoratus,NT,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,41737,Carcharhinus macloti,NT,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,41738,Carcharhinus sealei,NT,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,41755,Physeter macrocephalus,VU,Marine Mammals
33,Ujung Kulon National Park,41791,Chiloscyllium indicum,NT,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,41792,Chiloscyllium griseum,NT,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,41810,Eusphyra blochii,EN,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,41816,Hemigaleus microstoma,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,41832,Mobula eregoodootenkee,NT,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,41835,Nebrius ferrugineus,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,41836,Negaprion acutidens,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,41848,Rhina ancylostoma,CR,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,41853,Rhynchobatus australiae,CR,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,41872,Chiloscyllium punctatum,NT,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,41876,Odontaspis ferox,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,41878,Stegostoma tigrinum,EN,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,44166,Aonyx cinereus,VU,Terrestrial Mammals
33,Ujung Kulon National Park,44673,Epinephelus fuscoguttatus,VU,Marine Fish
33,Ujung Kulon National Park,59017,Rhacophorus reinwardtii,NT,Amphibians
33,Ujung Kulon National Park,60117,Gymnura poecilura,NT,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,60119,Aetobatus flagellum,EN,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,60120,Aetomylaeus maculatus,EN,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,60121,Aetomylaeus vespertilio,EN,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,60129,Rhinoptera javanica,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,60160,Telatrygon zugei,NT,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,60162,Taeniurops meyeni,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,60175,Glaucostegus thouin,CR,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,60182,Rhynchobatus springeri,CR,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,60199,Mobula tarapacana,EN,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,60200,Mobula thurstoni,EN,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,61339,Epinephelus polyphekadion,VU,Marine Fish
33,Ujung Kulon National Park,63571,Bolbometopon muricatum,VU,Marine Fish
33,Ujung Kulon National Park,161376,Carcharhinus sorrah,NT,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,161410,Squalus hemipinnis,NT,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,161431,Urogymnus granulatus,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,161526,Carcharhinus albimarginatus,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,161547,Pateobatis uarnacoides,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,161557,Chiloscyllium hasselti,NT,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,161566,Maculabatis gerrardi,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,161597,Alopias pelagicus,EN,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,161615,Pateobatis fai,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,161621,Himantura undulata,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,161692,Himantura uarnak,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,161695,Chaenogaleus macrostoma,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,161744,Pateobatis jenkinsii,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,165712,Chaetodon trifascialis,NT,Marine Fish
33,Ujung Kulon National Park,170309,Kajikia audax,NT,Marine Fish
33,Ujung Kulon National Park,170316,Scomberomorus commerson,NT,Marine Fish
33,Ujung Kulon National Park,180238,Stichopus herrmanni,VU,Sea Cucumbers
33,Ujung Kulon National Park,180257,Holothuria scabra,EN,Sea Cucumbers
33,Ujung Kulon National Park,180265,Actinopyga miliaris,VU,Sea Cucumbers
33,Ujung Kulon National Park,180275,Holothuria lessoni,EN,Sea Cucumbers
33,Ujung Kulon National Park,180337,Actinopyga mauritiana,VU,Sea Cucumbers
33,Ujung Kulon National Park,180481,Thelenota ananas,EN,Sea Cucumbers
33,Ujung Kulon National Park,180518,Actinopyga echinites,VU,Sea Cucumbers
33,Ujung Kulon National Park,195456,Himantura leoparda,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,195459,Mobula alfredi,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,198920,Neophocaena phocaenoides,VU,Marine Mammals
33,Ujung Kulon National Park,198921,Mobula birostris,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,200715,Holothuria fuscogilva,VU,Sea Cucumbers
33,Ujung Kulon National Park,18584848,Pristis pristis,CR,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,42566169,Aetobatus ocellatus,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,70680908,Carcharhinus tjutjot,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,82031425,Sousa chinensis,VU,Marine Mammals
33,Ujung Kulon National Park,84784918,Aetomylaeus nichofii,VU,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,104061138,Glaucostegus typus,CR,"Sharks, Rays, Chimaeras"
33,Ujung Kulon National Park,110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras"
34,East Rennell,2475,Balaenoptera borealis,EN,Marine Mammals
34,East Rennell,2477,Balaenoptera musculus,EN,Marine Mammals
34,East Rennell,2480,Balaenoptera bonaerensis,NT,Marine Mammals
34,East Rennell,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras"
34,East Rennell,3897,Caretta caretta,VU,Reptiles
34,East Rennell,4615,Chelonia mydas,EN,Reptiles
34,East Rennell,6494,Dermochelys coriacea,VU,Reptiles
34,East Rennell,6909,Dugong dugon,VU,Marine Mammals
34,East Rennell,8005,Eretmochelys imbricata,CR,Reptiles
34,East Rennell,11534,Lepidochelys olivacea,VU,Reptiles
34,East Rennell,18596,Pseudorca crassidens,NT,Marine Mammals
34,East Rennell,19488,Rhincodon typus,EN,"Sharks, Rays, Chimaeras"
34,East Rennell,21856,Thunnus alalunga,NT,Marine Fish
34,East Rennell,21857,Thunnus albacares,NT,Marine Fish
34,East Rennell,21859,Thunnus obesus,VU,Marine Fish
34,East Rennell,39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras"
34,East Rennell,39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras"
34,East Rennell,39370,Carcharhinus falciformis,VU,"Sharks, Rays, Chimaeras"
34,East Rennell,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras"
34,East Rennell,39375,Carcharhinus melanopterus,NT,"Sharks, Rays, Chimaeras"
34,East Rennell,39378,Galeocerdo cuvier,NT,"Sharks, Rays, Chimaeras"
34,East Rennell,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras"
34,East Rennell,39384,Triaenodon obesus,NT,"Sharks, Rays, Chimaeras"
34,East Rennell,39415,Aetobatus narinari,NT,"Sharks, Rays, Chimaeras"
34,East Rennell,41714,Tursiops aduncus,NT,Marine Mammals
34,East Rennell,41755,Physeter macrocephalus,VU,Marine Mammals
34,East Rennell,41836,Negaprion acutidens,VU,"Sharks, Rays, Chimaeras"
34,East Rennell,41878,Stegostoma tigrinum,EN,"Sharks, Rays, Chimaeras"
34,East Rennell,44673,Epinephelus fuscoguttatus,VU,Marine Fish
34,East Rennell,60199,Mobula tarapacana,EN,"Sharks, Rays, Chimaeras"
34,East Rennell,60200,Mobula thurstoni,EN,"Sharks, Rays, Chimaeras"
34,East Rennell,60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras"
34,East Rennell,61339,Epinephelus polyphekadion,VU,Marine Fish
34,East Rennell,63571,Bolbometopon muricatum,VU,Marine Fish
34,East Rennell,64411,Plectropomus areolatus,VU,Marine Fish
34,East Rennell,161376,Carcharhinus sorrah,NT,"Sharks, Rays, Chimaeras"
34,East Rennell,161597,Alopias pelagicus,EN,"Sharks, Rays, Chimaeras"
34,East Rennell,161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras"
34,East Rennell,165712,Chaetodon trifascialis,NT,Marine Fish
34,East Rennell,170309,Kajikia audax,NT,Marine Fish
34,East Rennell,170316,Scomberomorus commerson,NT,Marine Fish
34,East Rennell,180238,Stichopus herrmanni,VU,Sea Cucumbers
34,East Rennell,180257,Holothuria scabra,EN,Sea Cucumbers
34,East Rennell,180265,Actinopyga miliaris,VU,Sea Cucumbers
34,East Rennell,180275,Holothuria lessoni,EN,Sea Cucumbers
34,East Rennell,180337,Actinopyga mauritiana,VU,Sea Cucumbers
34,East Rennell,180440,Holothuria whitmaei,EN,Sea Cucumbers
34,East Rennell,180481,Thelenota ananas,EN,Sea Cucumbers
34,East Rennell,180518,Actinopyga echinites,VU,Sea Cucumbers
34,East Rennell,188546,Amblyglyphidodon ternatensis,VU,Marine Fish
34,East Rennell,195459,Mobula alfredi,VU,"Sharks, Rays, Chimaeras"
34,East Rennell,198921,Mobula birostris,VU,"Sharks, Rays, Chimaeras"
34,East Rennell,200715,Holothuria fuscogilva,VU,Sea Cucumbers
34,East Rennell,42566169,Aetobatus ocellatus,VU,"Sharks, Rays, Chimaeras"
34,East Rennell,110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,1793,Aonyx capensis,NT,Terrestrial Mammals
35,iSimangaliso Wetland Park,2475,Balaenoptera borealis,EN,Marine Mammals
35,iSimangaliso Wetland Park,2477,Balaenoptera musculus,EN,Marine Mammals
35,iSimangaliso Wetland Park,2478,Balaenoptera physalus,VU,Marine Mammals
35,iSimangaliso Wetland Park,2480,Balaenoptera bonaerensis,NT,Marine Mammals
35,iSimangaliso Wetland Park,3851,Carcharhinus limbatus,NT,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,3852,Carcharhinus obscurus,EN,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,3853,Carcharhinus plumbeus,VU,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,3854,Carcharias taurus,VU,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras"
